"","country_region","Date","cumulative_cases","cumulative_deaths","incident_cases","incident_deaths","pop2020","cases_per_100k","deaths_per_100k","inc_deaths_per_100k","days_after_onset"
"548","Norway",2020-03-10,400,0,195,0,5421.241,7.37838439574998,0,0,12
"549","Norway",2020-03-11,598,0,198,0,5421.241,11.0306846716462,0,0,13
"550","Norway",2020-03-12,702,0,104,0,5421.241,12.9490646145412,0,0,14
"551","Norway",2020-03-13,996,0,294,0,5421.241,18.3721771454174,0,0,15
"552","Norway",2020-03-14,1090,3,94,3,5421.241,20.1060974784187,0.0553378829681248,0.0553378829681248,16
"553","Norway",2020-03-15,1221,3,131,0,5421.241,22.5225183680268,0.0553378829681248,0,17
"554","Norway",2020-03-16,1333,3,112,0,5421.241,24.5884659988368,0.0553378829681248,0,18
"555","Norway",2020-03-17,1463,3,130,0,5421.241,26.9864409274555,0.0553378829681248,0,19
"556","Norway",2020-03-18,1550,6,87,3,5421.241,28.5912395335312,0.11067576593625,0.0553378829681248,20
"557","Norway",2020-03-19,1746,7,196,1,5421.241,32.2066478874486,0.129121726925625,0.0184459609893749,21
"558","Norway",2020-03-20,1914,7,168,0,5421.241,35.3055693336636,0.129121726925625,0,22
"559","Norway",2020-03-21,2118,7,204,0,5421.241,39.0685453754961,0.129121726925625,0,23
"560","Norway",2020-03-22,2385,7,267,0,5421.241,43.9936169596592,0.129121726925625,0,24
"561","Norway",2020-03-23,2621,10,236,3,5421.241,48.3468637531517,0.184459609893749,0.0553378829681248,25
"562","Norway",2020-03-24,2863,12,242,2,5421.241,52.8107863125805,0.221351531872499,0.0368919219787499,26
"563","Norway",2020-03-25,3084,14,221,2,5421.241,56.8873436912323,0.258243453851249,0.0368919219787499,27
"564","Norway",2020-03-26,3369,14,285,0,5421.241,62.1444425732042,0.258243453851249,0,28
"565","Norway",2020-03-27,3755,19,386,5,5421.241,69.2645835151029,0.350473258798124,0.0922298049468747,29
"566","Norway",2020-03-28,4015,23,260,4,5421.241,74.0605333723404,0.424257102755624,0.0737838439574998,30
"567","Norway",2020-03-29,4284,25,269,2,5421.241,79.0224968784823,0.461149024734374,0.0368919219787499,31
"568","Poland",2020-03-12,49,1,18,1,37846.611,0.129469980812813,0.00264224450638394,0.00264224450638394,1
"569","Poland",2020-03-13,68,2,19,1,37846.611,0.179672626434108,0.00528448901276788,0.00264224450638394,2
"570","Poland",2020-03-14,103,3,35,1,37846.611,0.272151184157546,0.00792673351915182,0.00264224450638394,3
"571","Poland",2020-03-15,119,3,16,0,37846.611,0.314427096259689,0.00792673351915182,0,4
"572","Poland",2020-03-16,177,4,58,1,37846.611,0.467677277629957,0.0105689780255358,0.00264224450638394,5
"573","Poland",2020-03-17,238,5,61,1,37846.611,0.628854192519378,0.0132112225319197,0.00264224450638394,6
"574","Poland",2020-03-18,251,5,13,0,37846.611,0.663203371102369,0.0132112225319197,0,7
"575","Poland",2020-03-19,355,5,104,0,37846.611,0.937996799766299,0.0132112225319197,0,8
"576","Poland",2020-03-20,425,5,70,0,37846.611,1.12295391521317,0.0132112225319197,0,9
"577","Poland",2020-03-21,536,5,111,0,37846.611,1.41624305542179,0.0132112225319197,0,10
"578","Poland",2020-03-22,634,7,98,2,37846.611,1.67518301704742,0.0184957115446876,0.00528448901276788,11
"579","Poland",2020-03-23,749,8,115,1,37846.611,1.97904113528157,0.0211379560510715,0.00264224450638394,12
"580","Poland",2020-03-24,901,10,152,2,37846.611,2.38066230025193,0.0264224450638394,0.00528448901276788,13
"581","Poland",2020-03-25,1051,14,150,4,37846.611,2.77699897620952,0.0369914230893752,0.0105689780255358,14
"582","Poland",2020-03-26,1221,16,170,2,37846.611,3.22618054229479,0.042275912102143,0.00528448901276788,15
"583","Poland",2020-03-27,1389,16,168,0,37846.611,3.67007761936729,0.042275912102143,0,16
"584","Poland",2020-03-28,1638,18,249,2,37846.611,4.32799650145689,0.0475604011149109,0.00528448901276788,17
"585","Poland",2020-03-29,1862,22,224,4,37846.611,4.9198592708869,0.0581293791404467,0.0105689780255358,18
"586","Portugal",2020-03-06,13,0,5,0,10196.709,0.127492115348197,0,0,1
"587","Portugal",2020-03-07,20,0,7,0,10196.709,0.196141715920303,0,0,2
"588","Portugal",2020-03-08,30,0,10,0,10196.709,0.294212573880455,0,0,3
"589","Portugal",2020-03-09,30,0,0,0,10196.709,0.294212573880455,0,0,4
"590","Portugal",2020-03-10,41,0,11,0,10196.709,0.402090517636622,0,0,5
"591","Portugal",2020-03-11,59,0,18,0,10196.709,0.578618061964895,0,0,6
"592","Portugal",2020-03-12,59,0,0,0,10196.709,0.578618061964895,0,0,7
"593","Portugal",2020-03-13,112,0,53,0,10196.709,1.0983936091537,0,0,8
"594","Portugal",2020-03-14,169,0,57,0,10196.709,1.65739749952656,0,0,9
"595","Portugal",2020-03-15,245,0,76,0,10196.709,2.40273602002372,0,0,10
"596","Portugal",2020-03-16,331,0,86,0,10196.709,3.24614539848102,0,0,11
"597","Portugal",2020-03-17,448,1,117,1,10196.709,4.39357443661479,0.00980708579601516,0.00980708579601516,12
"598","Portugal",2020-03-18,448,2,0,1,10196.709,4.39357443661479,0.0196141715920303,0.00980708579601516,13
"599","Portugal",2020-03-19,785,3,337,1,10196.709,7.6985623498719,0.0294212573880455,0.00980708579601516,14
"600","Portugal",2020-03-20,1020,6,235,3,10196.709,10.0032275119355,0.058842514776091,0.0294212573880455,15
"601","Portugal",2020-03-21,1280,12,260,6,10196.709,12.5530698188994,0.117685029552182,0.058842514776091,16
"602","Portugal",2020-03-22,1600,14,320,2,10196.709,15.6913372736243,0.137299201144212,0.0196141715920303,17
"603","Portugal",2020-03-23,2060,23,460,9,10196.709,20.2025967397912,0.225562973308349,0.0882637721641365,18
"604","Portugal",2020-03-24,2362,33,302,10,10196.709,23.1643366501878,0.3236338312685,0.0980708579601516,19
"605","Portugal",2020-03-25,2995,43,633,10,10196.709,29.3722219590654,0.421704689228652,0.0980708579601516,20
"606","Portugal",2020-03-26,3544,60,549,17,10196.709,34.7563120610777,0.58842514776091,0.166720458532258,21
"607","Portugal",2020-03-27,4268,76,724,16,10196.709,41.8566421773927,0.745338520497152,0.156913372736243,22
"608","Portugal",2020-03-28,5170,100,902,24,10196.709,50.7026335653984,0.980708579601517,0.235370059104364,23
"609","Portugal",2020-03-29,5962,119,792,19,10196.709,58.4698455158424,1.1670432097258,0.186334630124288,24
"610","Slovakia",2020-03-10,7,0,4,0,5459.642,0.128213534880126,0,0,1
"611","Slovakia",2020-03-11,10,0,3,0,5459.642,0.183162192685894,0,0,2
"612","Slovakia",2020-03-12,16,0,6,0,5459.642,0.29305950829743,0,0,3
"613","Slovakia",2020-03-13,32,0,16,0,5459.642,0.586119016594861,0,0,4
"614","Slovakia",2020-03-14,44,0,12,0,5459.642,0.805913647817934,0,0,5
"615","Slovakia",2020-03-15,54,0,10,0,5459.642,0.989075840503828,0,0,6
"616","Slovakia",2020-03-16,63,0,9,0,5459.642,1.15392181392113,0,0,7
"617","Slovakia",2020-03-17,72,0,9,0,5459.642,1.31876778733844,0,0,8
"618","Slovakia",2020-03-18,105,1,33,1,5459.642,1.92320302320189,0.0183162192685894,0.0183162192685894,9
"619","Slovakia",2020-03-19,123,1,18,0,5459.642,2.2528949700365,0.0183162192685894,0,10
"620","Slovakia",2020-03-20,137,1,14,0,5459.642,2.50932203979675,0.0183162192685894,0,11
"621","Slovakia",2020-03-21,178,1,41,0,5459.642,3.26028702980891,0.0183162192685894,0,12
"622","Slovakia",2020-03-22,185,0,7,-1,5459.642,3.38850056468904,0,-0.0183162192685894,13
"623","Slovakia",2020-03-23,186,0,1,0,5459.642,3.40681678395763,0,0,14
"624","Slovakia",2020-03-24,204,0,18,0,5459.642,3.73650873079224,0,0,15
"625","Slovakia",2020-03-25,216,0,12,0,5459.642,3.95630336201531,0,0,16
"626","Slovakia",2020-03-26,226,0,10,0,5459.642,4.13946555470121,0,0,17
"627","Slovakia",2020-03-27,269,0,43,0,5459.642,4.92706298325055,0,0,18
"628","Slovakia",2020-03-28,292,0,23,0,5459.642,5.34833602642811,0,0,19
"629","Slovakia",2020-03-29,314,0,22,0,5459.642,5.75129285033707,0,0,20
"630","Slovenia",2020-03-06,7,0,5,0,2078.938,0.336710378087273,0,0,1
"631","Slovenia",2020-03-07,7,0,0,0,2078.938,0.336710378087273,0,0,2
"632","Slovenia",2020-03-08,16,0,9,0,2078.938,0.769623721342339,0,0,3
"633","Slovenia",2020-03-09,16,0,0,0,2078.938,0.769623721342339,0,0,4
"634","Slovenia",2020-03-10,31,0,15,0,2078.938,1.49114596010078,0,0,5
"635","Slovenia",2020-03-11,57,0,26,0,2078.938,2.74178450728208,0,0,6
"636","Slovenia",2020-03-12,89,0,32,0,2078.938,4.28103194996676,0,0,7
"637","Slovenia",2020-03-13,141,0,52,0,2078.938,6.78230904432936,0,0,8
"638","Slovenia",2020-03-14,181,1,40,1,2078.938,8.70636834768521,0.0481014825838962,0.0481014825838962,9
"639","Slovenia",2020-03-15,219,1,38,0,2078.938,10.5342246858733,0.0481014825838962,0,10
"640","Slovenia",2020-03-16,253,1,34,0,2078.938,12.1696750937257,0.0481014825838962,0,11
"641","Slovenia",2020-03-17,275,1,22,0,2078.938,13.2279077105715,0.0481014825838962,0,12
"642","Slovenia",2020-03-18,275,1,0,0,2078.938,13.2279077105715,0.0481014825838962,0,13
"643","Slovenia",2020-03-19,286,1,11,0,2078.938,13.7570240189943,0.0481014825838962,0,14
"644","Slovenia",2020-03-20,341,1,55,0,2078.938,16.4026055611086,0.0481014825838962,0,15
"645","Slovenia",2020-03-21,383,1,42,0,2078.938,18.4228678296322,0.0481014825838962,0,16
"646","Slovenia",2020-03-22,414,2,31,1,2078.938,19.914013789733,0.0962029651677924,0.0481014825838962,17
"647","Slovenia",2020-03-23,442,3,28,1,2078.938,21.2608553020821,0.144304447751689,0.0481014825838962,18
"648","Slovenia",2020-03-24,480,4,38,1,2078.938,23.0887116402702,0.192405930335585,0.0481014825838962,19
"649","Slovenia",2020-03-25,528,5,48,1,2078.938,25.3975828042972,0.240507412919481,0.0481014825838962,20
"650","Slovenia",2020-03-26,562,6,34,1,2078.938,27.0330332121497,0.288608895503377,0.0481014825838962,21
"651","Slovenia",2020-03-27,632,9,70,3,2078.938,30.4001369930224,0.432913343255066,0.144304447751689,22
"652","Slovenia",2020-03-28,684,9,52,0,2078.938,32.901414087385,0.432913343255066,0,23
"653","Slovenia",2020-03-29,730,11,46,2,2078.938,35.1140822862442,0.529116308422858,0.0962029651677924,24
"654","Spain",2020-03-01,84,0,39,0,46754.778,0.179660782476606,0,0,1
"655","Spain",2020-03-02,120,0,36,0,46754.778,0.256658260680866,0,0,2
"656","Spain",2020-03-03,165,1,45,1,46754.778,0.35290510843619,0.00213881883900721,0.00213881883900721,3
"657","Spain",2020-03-04,222,2,57,1,46754.778,0.474817782259601,0.00427763767801443,0.00213881883900721,4
"658","Spain",2020-03-05,259,3,37,1,46754.778,0.553954079302868,0.00641645651702164,0.00213881883900721,5
"659","Spain",2020-03-06,400,5,141,2,46754.778,0.855527535602885,0.0106940941950361,0.00427763767801443,6
"660","Spain",2020-03-07,500,10,100,5,46754.778,1.06940941950361,0.0213881883900721,0.0106940941950361,7
"661","Spain",2020-03-08,673,17,173,7,46754.778,1.43942507865185,0.0363599202631226,0.0149717318730505,8
"662","Spain",2020-03-09,1073,28,400,11,46754.778,2.29495261425474,0.059886927492202,0.0235270072290793,9
"663","Spain",2020-03-10,1695,35,622,7,46754.778,3.62529793211723,0.0748586593652525,0.0149717318730505,10
"664","Spain",2020-03-11,2277,54,582,19,46754.778,4.87009049641942,0.11549621730639,0.0406375579411371,11
"665","Spain",2020-03-12,2277,55,0,1,46754.778,4.87009049641942,0.117635036145397,0.00213881883900721,12
"666","Spain",2020-03-13,5232,133,2955,78,46754.778,11.1903001656857,0.284462905587959,0.166827869442563,13
"667","Spain",2020-03-14,6391,195,1159,62,46754.778,13.6691912000951,0.417069673606407,0.132606768018447,14
"668","Spain",2020-03-15,7798,289,1407,94,46754.778,16.6785093065783,0.618118644473085,0.201048970866678,15
"669","Spain",2020-03-16,9942,342,2144,53,46754.778,21.2641368974097,0.731476042940467,0.113357398467382,16
"670","Spain",2020-03-17,11748,533,1806,191,46754.778,25.1268437206567,1.13999044119084,0.408514398250378,17
"671","Spain",2020-03-18,13910,623,2162,90,46754.778,29.7509700505903,1.33248413670149,0.192493695510649,18
"672","Spain",2020-03-19,17963,830,4053,207,46754.778,38.4196028050866,1.77521963637599,0.442735499674493,19
"673","Spain",2020-03-20,20410,1043,2447,213,46754.778,43.6532925041372,2.23078804908452,0.455568412708536,20
"674","Spain",2020-03-21,25374,1375,4964,332,46754.778,54.270389220969,2.94087590363492,0.710087854550395,21
"675","Spain",2020-03-22,28768,1772,3394,397,46754.778,61.5295403605595,3.78998698272078,0.849111079085864,22
"676","Spain",2020-03-23,35136,2311,6368,539,46754.778,75.1495387273575,4.94281033694567,1.15282335422489,23
"677","Spain",2020-03-24,39885,2808,4749,497,46754.778,85.3067893938027,6.00580329993226,1.06299296298659,24
"678","Spain",2020-03-25,49515,3647,9630,839,46754.778,105.903614813442,7.80027230585931,1.79446900592705,25
"679","Spain",2020-03-26,57786,4365,8271,718,46754.778,123.593785430871,9.33594423226649,1.53567192640718,26
"680","Spain",2020-03-27,65719,5138,7933,773,46754.778,140.561035280715,10.9892511948191,1.65330696255258,27
"681","Spain",2020-03-28,73235,5982,7516,844,46754.778,156.636397674693,12.7944142949412,1.80516310012209,28
"682","Spain",2020-03-29,80110,6803,6875,821,46754.778,171.340777192868,14.5503845617661,1.75597026682492,29
"683","Sweden",2020-02-29,12,0,5,0,10099.265,0.118820528028525,0,0,1
"684","Sweden",2020-03-01,14,0,2,0,10099.265,0.138623949366612,0,0,2
"685","Sweden",2020-03-02,15,0,1,0,10099.265,0.148525660035656,0,0,3
"686","Sweden",2020-03-03,21,0,6,0,10099.265,0.207935924049919,0,0,4
"687","Sweden",2020-03-04,35,0,14,0,10099.265,0.346559873416531,0,0,5
"688","Sweden",2020-03-05,94,0,59,0,10099.265,0.930760802890111,0,0,6
"689","Sweden",2020-03-06,101,0,7,0,10099.265,1.00007277757342,0,0,7
"690","Sweden",2020-03-07,161,0,60,0,10099.265,1.59417541771604,0,0,8
"691","Sweden",2020-03-08,203,0,42,0,10099.265,2.01004726581588,0,0,9
"692","Sweden",2020-03-09,248,0,45,0,10099.265,2.45562424592285,0,0,10
"693","Sweden",2020-03-10,355,0,107,0,10099.265,3.51510728751053,0,0,11
"694","Sweden",2020-03-11,500,1,145,1,10099.265,4.95085533452187,0.00990171066904374,0.00990171066904374,12
"695","Sweden",2020-03-12,599,1,99,0,10099.265,5.9311246907572,0.00990171066904374,0,13
"696","Sweden",2020-03-13,814,1,215,0,10099.265,8.0599924846016,0.00990171066904374,0,14
"697","Sweden",2020-03-14,961,2,147,1,10099.265,9.51554395295103,0.0198034213380875,0.00990171066904374,15
"698","Sweden",2020-03-15,1022,3,61,1,10099.265,10.1195483037627,0.0297051320071312,0.00990171066904374,16
"699","Sweden",2020-03-16,1103,6,81,3,10099.265,10.9215868679552,0.0594102640142624,0.0297051320071312,17
"700","Sweden",2020-03-17,1190,7,87,1,10099.265,11.783035696162,0.0693119746833062,0.00990171066904374,18
"701","Sweden",2020-03-18,1279,10,89,3,10099.265,12.6642879457069,0.0990171066904374,0.0297051320071312,19
"702","Sweden",2020-03-19,1439,11,160,1,10099.265,14.2485616527539,0.108918817359481,0.00990171066904374,20
"703","Sweden",2020-03-20,1639,16,200,5,10099.265,16.2289037865627,0.1584273707047,0.0495085533452187,21
"704","Sweden",2020-03-21,1763,20,124,4,10099.265,17.4567159095241,0.198034213380875,0.039606842676175,22
"705","Sweden",2020-03-22,1934,21,171,1,10099.265,19.1499084339306,0.207935924049919,0.00990171066904374,23
"706","Sweden",2020-03-23,2046,25,112,4,10099.265,20.2589000288635,0.247542766726093,0.039606842676175,24
"707","Sweden",2020-03-24,2286,36,240,11,10099.265,22.635310589434,0.356461584085575,0.108918817359481,25
"708","Sweden",2020-03-25,2526,62,240,26,10099.265,25.0117211500045,0.613906061480712,0.257444477395137,26
"709","Sweden",2020-03-26,2840,77,314,15,10099.265,28.1208583000842,0.762431721516368,0.148525660035656,27
"710","Sweden",2020-03-27,3069,105,229,28,10099.265,30.3883500432952,1.03967962024959,0.277247898733225,28
"711","Sweden",2020-03-28,3447,105,378,0,10099.265,34.1311966761938,1.03967962024959,0,29
"712","Sweden",2020-03-29,3700,110,253,5,10099.265,36.6363294754618,1.08918817359481,0.0495085533452187,30
"713","Switzerland",2020-02-29,18,0,10,0,8654.622,0.207981353778363,0,0,1
"714","Switzerland",2020-03-01,27,0,9,0,8654.622,0.311972030667544,0,0,2
"715","Switzerland",2020-03-02,42,0,15,0,8654.622,0.485289825482846,0,0,3
"716","Switzerland",2020-03-03,56,0,14,0,8654.622,0.647053100643795,0,0,4
"717","Switzerland",2020-03-04,90,0,34,0,8654.622,1.03990676889181,0,0,5
"718","Switzerland",2020-03-05,114,1,24,1,8654.622,1.3172152405963,0.0115545196543535,0.0115545196543535,6
"719","Switzerland",2020-03-06,214,1,100,0,8654.622,2.47266720603164,0.0115545196543535,0,7
"720","Switzerland",2020-03-07,268,1,54,0,8654.622,3.09661126736673,0.0115545196543535,0,8
"721","Switzerland",2020-03-08,337,2,69,1,8654.622,3.89387312351712,0.023109039308707,0.0115545196543535,9
"722","Switzerland",2020-03-09,374,2,37,0,8654.622,4.3213903507282,0.023109039308707,0,10
"723","Switzerland",2020-03-10,491,3,117,1,8654.622,5.67326915028756,0.0346635589630604,0.0115545196543535,11
"724","Switzerland",2020-03-11,652,4,161,1,8654.622,7.53354681463847,0.0462180786174139,0.0115545196543535,12
"725","Switzerland",2020-03-12,652,4,0,0,8654.622,7.53354681463847,0.0462180786174139,0,13
"726","Switzerland",2020-03-13,1139,11,487,7,8654.622,13.1605978863086,0.127099716197888,0.0808816375804744,14
"727","Switzerland",2020-03-14,1359,13,220,2,8654.622,15.7025922102664,0.150208755506595,0.023109039308707,15
"728","Switzerland",2020-03-15,2200,14,841,1,8654.622,25.4199432395777,0.161763275160949,0.0115545196543535,16
"729","Switzerland",2020-03-16,2200,14,0,0,8654.622,25.4199432395777,0.161763275160949,0,17
"730","Switzerland",2020-03-17,2700,27,500,13,8654.622,31.1972030667544,0.311972030667544,0.150208755506595,18
"731","Switzerland",2020-03-18,3028,28,328,1,8654.622,34.9870855133823,0.323526550321897,0.0115545196543535,19
"732","Switzerland",2020-03-19,4075,41,1047,13,8654.622,47.0846675914904,0.473735305828493,0.150208755506595,20
"733","Switzerland",2020-03-20,5294,54,1219,13,8654.622,61.1696270501473,0.623944061335088,0.150208755506595,21
"734","Switzerland",2020-03-21,6575,75,1281,21,8654.622,75.9709667273741,0.866588974076511,0.242644912741423,22
"735","Switzerland",2020-03-22,7474,98,899,23,8654.622,86.3584798966379,1.13234292612664,0.26575395205013,23
"736","Switzerland",2020-03-23,8795,120,1321,22,8654.622,101.622000360039,1.38654235852242,0.254199432395777,24
"737","Switzerland",2020-03-24,9877,122,1082,2,8654.622,114.123990626049,1.40965139783112,0.023109039308707,25
"738","Switzerland",2020-03-25,10897,153,1020,31,8654.622,125.90960067349,1.76784150711608,0.358190109284958,26
"739","Switzerland",2020-03-26,11811,191,914,38,8654.622,136.470431637569,2.20691325398151,0.439071746865432,27
"740","Switzerland",2020-03-27,12928,231,1117,40,8654.622,149.376830091482,2.66909404015565,0.462180786174139,28
"741","Switzerland",2020-03-28,14076,264,1148,33,8654.622,162.64141865468,3.05039318874932,0.381299148593665,29
"742","Switzerland",2020-03-29,14829,300,753,36,8654.622,171.341971954408,3.46635589630604,0.415962707556725,30
"743","United Kingdom",2020-03-04,86,0,35,0,67886.011,0.126682947978782,0,0,1
"744","United Kingdom",2020-03-05,116,1,30,1,67886.011,0.170874674017892,0.001473057534637,0.001473057534637,2
"745","United Kingdom",2020-03-06,164,2,48,1,67886.011,0.241581435680467,0.00294611506927399,0.001473057534637,3
"746","United Kingdom",2020-03-07,207,2,43,0,67886.011,0.304922909669858,0.00294611506927399,0,4
"747","United Kingdom",2020-03-08,274,3,67,1,67886.011,0.403617764490537,0.00441917260391099,0.001473057534637,5
"748","United Kingdom",2020-03-09,322,4,48,1,67886.011,0.474324526153113,0.00589223013854798,0.001473057534637,6
"749","United Kingdom",2020-03-10,384,6,62,2,67886.011,0.565654093300607,0.00883834520782198,0.00294611506927399,7
"750","United Kingdom",2020-03-11,459,8,75,2,67886.011,0.676133408398381,0.011784460277096,0.00294611506927399,8
"751","United Kingdom",2020-03-12,459,8,0,0,67886.011,0.676133408398381,0.011784460277096,0,9
"752","United Kingdom",2020-03-13,802,8,343,0,67886.011,1.18139214277887,0.011784460277096,0,10
"753","United Kingdom",2020-03-14,1144,21,342,13,67886.011,1.68517781962472,0.0309342082273769,0.0191497479502809,11
"754","United Kingdom",2020-03-15,1145,21,1,0,67886.011,1.68665087715936,0.0309342082273769,0,12
"755","United Kingdom",2020-03-16,1551,56,406,35,67886.011,2.28471223622198,0.0824912219396718,0.0515570137122949,13
"756","United Kingdom",2020-03-17,1960,56,409,0,67886.011,2.88719276788851,0.0824912219396718,0,14
"757","United Kingdom",2020-03-18,2642,72,682,16,67886.011,3.89181800651094,0.106060142493864,0.0235689205541919,15
"758","United Kingdom",2020-03-19,2716,138,74,66,67886.011,4.00082426407408,0.203281939779905,0.0972217972860417,16
"759","United Kingdom",2020-03-20,4014,178,1298,40,67886.011,5.9128529440329,0.262204241165385,0.0589223013854798,17
"760","United Kingdom",2020-03-21,5067,234,1053,56,67886.011,7.46398252800566,0.344695463105057,0.0824912219396718,18
"761","United Kingdom",2020-03-22,5745,282,678,48,67886.011,8.46271553648954,0.415402224767633,0.0707067616625758,19
"762","United Kingdom",2020-03-23,6726,336,981,54,67886.011,9.90778497796844,0.494947331638031,0.0795451068703978,20
"763","United Kingdom",2020-03-24,8164,423,1438,87,67886.011,12.0260417127764,0.623103337151449,0.128156005513419,21
"764","United Kingdom",2020-03-25,9640,466,1476,43,67886.011,14.2002746339006,0.68644481114084,0.0633414739893908,22
"765","United Kingdom",2020-03-26,11812,580,2172,114,67886.011,17.3997555991322,0.854373370089458,0.167928558948618,23
"766","United Kingdom",2020-03-27,14745,761,2933,181,67886.011,21.7202333482225,1.12099678385875,0.266623413769296,24
"767","United Kingdom",2020-03-28,17312,1021,2567,260,67886.011,25.5015720396357,1.50399174286437,0.382994959005619,25
"768","United Kingdom",2020-03-29,19780,1231,2468,210,67886.011,29.1370780351198,1.81333382513814,0.309342082273769,26
