"","Datum","Provincienaam","Provinciecode","Type","Aantal","AantalCumulatief"
"1994",2020-06-18,"Utrecht",26,"Totaal",3,3912
"1995",2020-06-19,"Utrecht",26,"Totaal",8,3920
"1996",2020-06-20,"Utrecht",26,"Totaal",8,3928
"1997",2020-06-21,"Utrecht",26,"Totaal",14,3942
"1998",2020-06-22,"Utrecht",26,"Totaal",7,3949
"1999",2020-06-23,"Utrecht",26,"Totaal",10,3959
"2000",2020-06-24,"Utrecht",26,"Totaal",5,3964
"2001",2020-06-25,"Utrecht",26,"Totaal",17,3981
"2002",2020-06-26,"Utrecht",26,"Totaal",9,3990
"2003",2020-06-27,"Utrecht",26,"Totaal",6,3996
"2004",2020-06-28,"Utrecht",26,"Totaal",8,4004
"2005",2020-06-29,"Utrecht",26,"Totaal",9,4013
"2006",2020-06-30,"Utrecht",26,"Totaal",5,4018
"2007",2020-07-01,"Utrecht",26,"Totaal",4,4022
"2008",2020-07-02,"Utrecht",26,"Totaal",1,4023
"2009",2020-07-03,"Utrecht",26,"Totaal",2,4025
"2010",2020-07-04,"Utrecht",26,"Totaal",11,4036
"2011",2020-07-05,"Utrecht",26,"Totaal",13,4049
"2012",2020-07-06,"Utrecht",26,"Totaal",6,4055
"2013",2020-07-07,"Utrecht",26,"Totaal",3,4058
"2014",2020-07-08,"Utrecht",26,"Totaal",0,4058
"2015",2020-07-09,"Utrecht",26,"Totaal",12,4070
"2016",2020-07-10,"Utrecht",26,"Totaal",-3,4067
"2017",2020-07-11,"Utrecht",26,"Totaal",9,4076
"2018",2020-07-12,"Utrecht",26,"Totaal",7,4083
"2019",2020-07-13,"Utrecht",26,"Totaal",9,4092
"2020",2020-07-14,"Utrecht",26,"Totaal",8,4100
"2021",2020-07-15,"Utrecht",26,"Totaal",14,4114
"2022",2020-07-16,"Utrecht",26,"Totaal",14,4128
"2023",2020-07-17,"Utrecht",26,"Totaal",9,4137
"2024",2020-07-18,"Utrecht",26,"Totaal",10,4147
"2025",2020-07-19,"Utrecht",26,"Totaal",15,4162
"2026",2020-07-20,"Utrecht",26,"Totaal",24,4186
"2027",2020-07-21,"Utrecht",26,"Totaal",10,4196
"2028",2020-07-22,"Utrecht",26,"Totaal",13,4209
"2029",2020-07-23,"Utrecht",26,"Totaal",16,4225
"2030",2020-07-24,"Utrecht",26,"Totaal",4,4229
"2031",2020-07-25,"Utrecht",26,"Totaal",19,4248
"2032",2020-07-26,"Utrecht",26,"Totaal",16,4264
"2033",2020-07-27,"Utrecht",26,"Totaal",9,4273
"2034",2020-07-28,"Utrecht",26,"Totaal",10,4283
"2035",2020-07-29,"Utrecht",26,"Totaal",24,4307
"2036",2020-07-30,"Utrecht",26,"Totaal",23,4330
"2037",2020-07-31,"Utrecht",26,"Totaal",36,4366
"2038",2020-08-01,"Utrecht",26,"Totaal",22,4388
"2039",2020-08-02,"Utrecht",26,"Totaal",24,4412
"2040",2020-08-03,"Utrecht",26,"Totaal",17,4429
"2041",2020-08-04,"Utrecht",26,"Totaal",26,4455
"2042",2020-08-05,"Utrecht",26,"Totaal",25,4480
"2043",2020-08-06,"Utrecht",26,"Totaal",51,4531
"2044",2020-08-07,"Utrecht",26,"Totaal",51,4582
"2045",2020-08-08,"Utrecht",26,"Totaal",36,4618
"2046",2020-08-09,"Utrecht",26,"Totaal",34,4652
"2047",2020-08-10,"Utrecht",26,"Totaal",33,4685
"2048",2020-08-11,"Utrecht",26,"Totaal",43,4728
"2049",2020-08-12,"Utrecht",26,"Totaal",44,4772
"2050",2020-08-13,"Utrecht",26,"Totaal",51,4823
"2051",2020-08-14,"Utrecht",26,"Totaal",36,4859
"2052",2020-08-15,"Utrecht",26,"Totaal",29,4888
"2053",2020-08-16,"Utrecht",26,"Totaal",35,4923
"2054",2020-08-17,"Utrecht",26,"Totaal",31,4954
"2055",2020-08-18,"Utrecht",26,"Totaal",23,4977
"2056",2020-08-19,"Utrecht",26,"Totaal",45,5022
"2057",2020-08-20,"Utrecht",26,"Totaal",33,5055
"2058",2020-08-21,"Utrecht",26,"Totaal",35,5090
"2059",2020-08-22,"Utrecht",26,"Totaal",48,5138
"2060",2020-08-23,"Utrecht",26,"Totaal",32,5170
"2061",2020-08-24,"Utrecht",26,"Totaal",35,5205
"2062",2020-08-25,"Utrecht",26,"Totaal",24,5229
"2063",2020-08-26,"Utrecht",26,"Totaal",38,5267
"2064",2020-08-27,"Utrecht",26,"Totaal",49,5316
"2065",2020-08-28,"Utrecht",26,"Totaal",34,5350
"2066",2020-08-29,"Utrecht",26,"Totaal",38,5388
"2067",2020-08-30,"Utrecht",26,"Totaal",50,5438
"2068",2020-08-31,"Utrecht",26,"Totaal",49,5487
"2069",2020-09-01,"Utrecht",26,"Totaal",37,5524
"2070",2020-09-02,"Utrecht",26,"Totaal",70,5594
"2071",2020-09-03,"Utrecht",26,"Totaal",32,5626
"2072",2020-09-04,"Utrecht",26,"Totaal",73,5699
"2073",2020-09-05,"Utrecht",26,"Totaal",66,5765
"2074",2020-09-06,"Utrecht",26,"Totaal",71,5836
"2075",2020-09-07,"Utrecht",26,"Totaal",85,5921
"2076",2020-09-08,"Utrecht",26,"Totaal",97,6018
"2077",2020-09-09,"Utrecht",26,"Totaal",102,6120
"2078",2020-09-10,"Utrecht",26,"Totaal",45,6165
"2079",2020-09-11,"Utrecht",26,"Totaal",97,6262
"2080",2020-09-12,"Utrecht",26,"Totaal",110,6372
"2081",2020-09-13,"Utrecht",26,"Totaal",67,6439
"2082",2020-09-14,"Utrecht",26,"Totaal",108,6547
"2083",2020-09-15,"Utrecht",26,"Totaal",112,6659
"2084",2020-09-16,"Utrecht",26,"Totaal",115,6774
"2085",2020-09-17,"Utrecht",26,"Totaal",179,6953
"2086",2020-09-18,"Utrecht",26,"Totaal",163,7116
"2087",2020-09-19,"Utrecht",26,"Totaal",144,7260
"2088",2020-09-20,"Utrecht",26,"Totaal",131,7391
"2089",2020-09-21,"Utrecht",26,"Totaal",183,7574
"2090",2020-09-22,"Utrecht",26,"Totaal",158,7732
"2091",2020-02-27,"Zeeland",29,"Totaal",NA,0
"2092",2020-02-28,"Zeeland",29,"Totaal",0,0
"2093",2020-02-29,"Zeeland",29,"Totaal",0,0
"2094",2020-03-01,"Zeeland",29,"Totaal",0,0
"2095",2020-03-02,"Zeeland",29,"Totaal",0,0
"2096",2020-03-03,"Zeeland",29,"Totaal",0,0
"2097",2020-03-04,"Zeeland",29,"Totaal",0,0
"2098",2020-03-05,"Zeeland",29,"Totaal",0,0
"2099",2020-03-06,"Zeeland",29,"Totaal",0,0
"2100",2020-03-07,"Zeeland",29,"Totaal",1,1
"2101",2020-03-08,"Zeeland",29,"Totaal",0,1
"2102",2020-03-09,"Zeeland",29,"Totaal",0,1
"2103",2020-03-10,"Zeeland",29,"Totaal",2,3
"2104",2020-03-11,"Zeeland",29,"Totaal",3,6
"2105",2020-03-12,"Zeeland",29,"Totaal",3,9
"2106",2020-03-13,"Zeeland",29,"Totaal",0,9
"2107",2020-03-14,"Zeeland",29,"Totaal",1,10
"2108",2020-03-15,"Zeeland",29,"Totaal",2,12
"2109",2020-03-16,"Zeeland",29,"Totaal",5,17
"2110",2020-03-17,"Zeeland",29,"Totaal",3,20
"2111",2020-03-18,"Zeeland",29,"Totaal",6,26
"2112",2020-03-19,"Zeeland",29,"Totaal",5,31
"2113",2020-03-20,"Zeeland",29,"Totaal",13,44
"2114",2020-03-21,"Zeeland",29,"Totaal",2,46
"2115",2020-03-22,"Zeeland",29,"Totaal",2,48
"2116",2020-03-23,"Zeeland",29,"Totaal",6,54
"2117",2020-03-24,"Zeeland",29,"Totaal",8,62
"2118",2020-03-25,"Zeeland",29,"Totaal",14,76
"2119",2020-03-26,"Zeeland",29,"Totaal",14,90
"2120",2020-03-27,"Zeeland",29,"Totaal",18,108
"2121",2020-03-28,"Zeeland",29,"Totaal",12,120
"2122",2020-03-29,"Zeeland",29,"Totaal",13,133
"2123",2020-03-30,"Zeeland",29,"Totaal",14,147
"2124",2020-03-31,"Zeeland",29,"Totaal",13,160
"2125",2020-04-01,"Zeeland",29,"Totaal",17,177
"2126",2020-04-02,"Zeeland",29,"Totaal",16,193
"2127",2020-04-03,"Zeeland",29,"Totaal",23,216
"2128",2020-04-04,"Zeeland",29,"Totaal",19,235
"2129",2020-04-05,"Zeeland",29,"Totaal",7,242
"2130",2020-04-06,"Zeeland",29,"Totaal",37,279
"2131",2020-04-07,"Zeeland",29,"Totaal",30,309
"2132",2020-04-08,"Zeeland",29,"Totaal",19,328
"2133",2020-04-09,"Zeeland",29,"Totaal",30,358
"2134",2020-04-10,"Zeeland",29,"Totaal",26,384
"2135",2020-04-11,"Zeeland",29,"Totaal",27,411
"2136",2020-04-12,"Zeeland",29,"Totaal",15,426
"2137",2020-04-13,"Zeeland",29,"Totaal",26,452
"2138",2020-04-14,"Zeeland",29,"Totaal",18,470
"2139",2020-04-15,"Zeeland",29,"Totaal",5,475
"2140",2020-04-16,"Zeeland",29,"Totaal",2,477
"2141",2020-04-17,"Zeeland",29,"Totaal",20,497
"2142",2020-04-18,"Zeeland",29,"Totaal",11,508
"2143",2020-04-19,"Zeeland",29,"Totaal",13,521
"2144",2020-04-20,"Zeeland",29,"Totaal",7,528
"2145",2020-04-21,"Zeeland",29,"Totaal",4,532
"2146",2020-04-22,"Zeeland",29,"Totaal",8,540
"2147",2020-04-23,"Zeeland",29,"Totaal",14,554
"2148",2020-04-24,"Zeeland",29,"Totaal",3,557
"2149",2020-04-25,"Zeeland",29,"Totaal",3,560
"2150",2020-04-26,"Zeeland",29,"Totaal",4,564
"2151",2020-04-27,"Zeeland",29,"Totaal",2,566
"2152",2020-04-28,"Zeeland",29,"Totaal",10,576
"2153",2020-04-29,"Zeeland",29,"Totaal",1,577
"2154",2020-04-30,"Zeeland",29,"Totaal",3,580
"2155",2020-05-01,"Zeeland",29,"Totaal",3,583
"2156",2020-05-02,"Zeeland",29,"Totaal",3,586
"2157",2020-05-03,"Zeeland",29,"Totaal",2,588
"2158",2020-05-04,"Zeeland",29,"Totaal",5,593
"2159",2020-05-05,"Zeeland",29,"Totaal",2,595
"2160",2020-05-06,"Zeeland",29,"Totaal",12,607
"2161",2020-05-07,"Zeeland",29,"Totaal",8,615
"2162",2020-05-08,"Zeeland",29,"Totaal",5,620
"2163",2020-05-09,"Zeeland",29,"Totaal",1,621
"2164",2020-05-10,"Zeeland",29,"Totaal",3,624
"2165",2020-05-11,"Zeeland",29,"Totaal",2,626
"2166",2020-05-12,"Zeeland",29,"Totaal",1,627
"2167",2020-05-13,"Zeeland",29,"Totaal",1,628
"2168",2020-05-14,"Zeeland",29,"Totaal",2,630
"2169",2020-05-15,"Zeeland",29,"Totaal",4,634
"2170",2020-05-16,"Zeeland",29,"Totaal",0,634
"2171",2020-05-17,"Zeeland",29,"Totaal",1,635
"2172",2020-05-18,"Zeeland",29,"Totaal",4,639
"2173",2020-05-19,"Zeeland",29,"Totaal",1,640
"2174",2020-05-20,"Zeeland",29,"Totaal",3,643
"2175",2020-05-21,"Zeeland",29,"Totaal",8,651
"2176",2020-05-22,"Zeeland",29,"Totaal",2,653
"2177",2020-05-23,"Zeeland",29,"Totaal",4,657
"2178",2020-05-24,"Zeeland",29,"Totaal",4,661
"2179",2020-05-25,"Zeeland",29,"Totaal",6,667
"2180",2020-05-26,"Zeeland",29,"Totaal",1,668
"2181",2020-05-27,"Zeeland",29,"Totaal",3,671
"2182",2020-05-28,"Zeeland",29,"Totaal",3,674
"2183",2020-05-29,"Zeeland",29,"Totaal",12,686
"2184",2020-05-30,"Zeeland",29,"Totaal",1,687
"2185",2020-05-31,"Zeeland",29,"Totaal",5,692
"2186",2020-06-01,"Zeeland",29,"Totaal",1,693
"2187",2020-06-02,"Zeeland",29,"Totaal",4,697
"2188",2020-06-03,"Zeeland",29,"Totaal",2,699
"2189",2020-06-04,"Zeeland",29,"Totaal",6,705
"2190",2020-06-05,"Zeeland",29,"Totaal",3,708
"2191",2020-06-06,"Zeeland",29,"Totaal",1,709
"2192",2020-06-07,"Zeeland",29,"Totaal",2,711
"2193",2020-06-08,"Zeeland",29,"Totaal",0,711
"2194",2020-06-09,"Zeeland",29,"Totaal",0,711
"2195",2020-06-10,"Zeeland",29,"Totaal",5,716
"2196",2020-06-11,"Zeeland",29,"Totaal",1,717
"2197",2020-06-12,"Zeeland",29,"Totaal",1,718
"2198",2020-06-13,"Zeeland",29,"Totaal",3,721
"2199",2020-06-14,"Zeeland",29,"Totaal",1,722
"2200",2020-06-15,"Zeeland",29,"Totaal",2,724
"2201",2020-06-16,"Zeeland",29,"Totaal",0,724
"2202",2020-06-17,"Zeeland",29,"Totaal",0,724
"2203",2020-06-18,"Zeeland",29,"Totaal",2,726
"2204",2020-06-19,"Zeeland",29,"Totaal",0,726
"2205",2020-06-20,"Zeeland",29,"Totaal",1,727
"2206",2020-06-21,"Zeeland",29,"Totaal",0,727
"2207",2020-06-22,"Zeeland",29,"Totaal",1,728
"2208",2020-06-23,"Zeeland",29,"Totaal",1,729
"2209",2020-06-24,"Zeeland",29,"Totaal",1,730
"2210",2020-06-25,"Zeeland",29,"Totaal",1,731
"2211",2020-06-26,"Zeeland",29,"Totaal",1,732
"2212",2020-06-27,"Zeeland",29,"Totaal",0,732
"2213",2020-06-28,"Zeeland",29,"Totaal",0,732
"2214",2020-06-29,"Zeeland",29,"Totaal",0,732
"2215",2020-06-30,"Zeeland",29,"Totaal",0,732
"2216",2020-07-01,"Zeeland",29,"Totaal",0,732
"2217",2020-07-02,"Zeeland",29,"Totaal",2,734
"2218",2020-07-03,"Zeeland",29,"Totaal",1,735
"2219",2020-07-04,"Zeeland",29,"Totaal",1,736
"2220",2020-07-05,"Zeeland",29,"Totaal",3,739
"2221",2020-07-06,"Zeeland",29,"Totaal",0,739
"2222",2020-07-07,"Zeeland",29,"Totaal",0,739
"2223",2020-07-08,"Zeeland",29,"Totaal",1,740
"2224",2020-07-09,"Zeeland",29,"Totaal",0,740
"2225",2020-07-10,"Zeeland",29,"Totaal",0,740
"2226",2020-07-11,"Zeeland",29,"Totaal",2,742
"2227",2020-07-12,"Zeeland",29,"Totaal",0,742
"2228",2020-07-13,"Zeeland",29,"Totaal",2,744
"2229",2020-07-14,"Zeeland",29,"Totaal",7,751
"2230",2020-07-15,"Zeeland",29,"Totaal",8,759
"2231",2020-07-16,"Zeeland",29,"Totaal",6,765
"2232",2020-07-17,"Zeeland",29,"Totaal",6,771
"2233",2020-07-18,"Zeeland",29,"Totaal",14,785
"2234",2020-07-19,"Zeeland",29,"Totaal",6,791
"2235",2020-07-20,"Zeeland",29,"Totaal",6,797
"2236",2020-07-21,"Zeeland",29,"Totaal",3,800
"2237",2020-07-22,"Zeeland",29,"Totaal",3,803
"2238",2020-07-23,"Zeeland",29,"Totaal",6,809
"2239",2020-07-24,"Zeeland",29,"Totaal",6,815
"2240",2020-07-25,"Zeeland",29,"Totaal",7,822
"2241",2020-07-26,"Zeeland",29,"Totaal",5,827
"2242",2020-07-27,"Zeeland",29,"Totaal",8,835
"2243",2020-07-28,"Zeeland",29,"Totaal",8,843
"2244",2020-07-29,"Zeeland",29,"Totaal",8,851
"2245",2020-07-30,"Zeeland",29,"Totaal",8,859
"2246",2020-07-31,"Zeeland",29,"Totaal",4,863
"2247",2020-08-01,"Zeeland",29,"Totaal",4,867
"2248",2020-08-02,"Zeeland",29,"Totaal",5,872
"2249",2020-08-03,"Zeeland",29,"Totaal",8,880
"2250",2020-08-04,"Zeeland",29,"Totaal",10,890
"2251",2020-08-05,"Zeeland",29,"Totaal",6,896
"2252",2020-08-06,"Zeeland",29,"Totaal",5,901
"2253",2020-08-07,"Zeeland",29,"Totaal",4,905
"2254",2020-08-08,"Zeeland",29,"Totaal",7,912
"2255",2020-08-09,"Zeeland",29,"Totaal",6,918
"2256",2020-08-10,"Zeeland",29,"Totaal",0,918
"2257",2020-08-11,"Zeeland",29,"Totaal",26,944
"2258",2020-08-12,"Zeeland",29,"Totaal",6,950
"2259",2020-08-13,"Zeeland",29,"Totaal",4,954
"2260",2020-08-14,"Zeeland",29,"Totaal",3,957
"2261",2020-08-15,"Zeeland",29,"Totaal",5,962
"2262",2020-08-16,"Zeeland",29,"Totaal",5,967
"2263",2020-08-17,"Zeeland",29,"Totaal",1,968
"2264",2020-08-18,"Zeeland",29,"Totaal",3,971
"2265",2020-08-19,"Zeeland",29,"Totaal",9,980
"2266",2020-08-20,"Zeeland",29,"Totaal",7,987
"2267",2020-08-21,"Zeeland",29,"Totaal",6,993
"2268",2020-08-22,"Zeeland",29,"Totaal",15,1008
"2269",2020-08-23,"Zeeland",29,"Totaal",9,1017
"2270",2020-08-24,"Zeeland",29,"Totaal",5,1022
"2271",2020-08-25,"Zeeland",29,"Totaal",2,1024
"2272",2020-08-26,"Zeeland",29,"Totaal",1,1025
"2273",2020-08-27,"Zeeland",29,"Totaal",7,1032
"2274",2020-08-28,"Zeeland",29,"Totaal",4,1036
"2275",2020-08-29,"Zeeland",29,"Totaal",12,1048
"2276",2020-08-30,"Zeeland",29,"Totaal",3,1051
"2277",2020-08-31,"Zeeland",29,"Totaal",3,1054
"2278",2020-09-01,"Zeeland",29,"Totaal",0,1054
"2279",2020-09-02,"Zeeland",29,"Totaal",2,1056
"2280",2020-09-03,"Zeeland",29,"Totaal",3,1059
"2281",2020-09-04,"Zeeland",29,"Totaal",6,1065
"2282",2020-09-05,"Zeeland",29,"Totaal",10,1075
"2283",2020-09-06,"Zeeland",29,"Totaal",12,1087
"2284",2020-09-07,"Zeeland",29,"Totaal",3,1090
"2285",2020-09-08,"Zeeland",29,"Totaal",7,1097
"2286",2020-09-09,"Zeeland",29,"Totaal",4,1101
"2287",2020-09-10,"Zeeland",29,"Totaal",0,1101
"2288",2020-09-11,"Zeeland",29,"Totaal",14,1115
"2289",2020-09-12,"Zeeland",29,"Totaal",10,1125
"2290",2020-09-13,"Zeeland",29,"Totaal",10,1135
"2291",2020-09-14,"Zeeland",29,"Totaal",4,1139
"2292",2020-09-15,"Zeeland",29,"Totaal",8,1147
"2293",2020-09-16,"Zeeland",29,"Totaal",8,1155
"2294",2020-09-17,"Zeeland",29,"Totaal",22,1177
"2295",2020-09-18,"Zeeland",29,"Totaal",15,1192
"2296",2020-09-19,"Zeeland",29,"Totaal",18,1210
"2297",2020-09-20,"Zeeland",29,"Totaal",14,1224
"2298",2020-09-21,"Zeeland",29,"Totaal",22,1246
"2299",2020-09-22,"Zeeland",29,"Totaal",6,1252
"2300",2020-02-27,"Zuid-Holland",28,"Totaal",NA,0
"2301",2020-02-28,"Zuid-Holland",28,"Totaal",0,0
"2302",2020-02-29,"Zuid-Holland",28,"Totaal",1,1
"2303",2020-03-01,"Zuid-Holland",28,"Totaal",0,1
"2304",2020-03-02,"Zuid-Holland",28,"Totaal",0,1
"2305",2020-03-03,"Zuid-Holland",28,"Totaal",2,3
"2306",2020-03-04,"Zuid-Holland",28,"Totaal",4,7
"2307",2020-03-05,"Zuid-Holland",28,"Totaal",5,12
"2308",2020-03-06,"Zuid-Holland",28,"Totaal",10,22
"2309",2020-03-07,"Zuid-Holland",28,"Totaal",7,29
"2310",2020-03-08,"Zuid-Holland",28,"Totaal",5,34
"2311",2020-03-09,"Zuid-Holland",28,"Totaal",3,37
"2312",2020-03-10,"Zuid-Holland",28,"Totaal",10,47
"2313",2020-03-11,"Zuid-Holland",28,"Totaal",10,57
"2314",2020-03-12,"Zuid-Holland",28,"Totaal",8,65
"2315",2020-03-13,"Zuid-Holland",28,"Totaal",16,81
"2316",2020-03-14,"Zuid-Holland",28,"Totaal",14,95
"2317",2020-03-15,"Zuid-Holland",28,"Totaal",15,110
"2318",2020-03-16,"Zuid-Holland",28,"Totaal",26,136
"2319",2020-03-17,"Zuid-Holland",28,"Totaal",39,175
"2320",2020-03-18,"Zuid-Holland",28,"Totaal",57,232
"2321",2020-03-19,"Zuid-Holland",28,"Totaal",71,303
"2322",2020-03-20,"Zuid-Holland",28,"Totaal",222,525
"2323",2020-03-21,"Zuid-Holland",28,"Totaal",-46,479
"2324",2020-03-22,"Zuid-Holland",28,"Totaal",99,578
"2325",2020-03-23,"Zuid-Holland",28,"Totaal",62,640
"2326",2020-03-24,"Zuid-Holland",28,"Totaal",109,749
"2327",2020-03-25,"Zuid-Holland",28,"Totaal",130,879
"2328",2020-03-26,"Zuid-Holland",28,"Totaal",153,1032
"2329",2020-03-27,"Zuid-Holland",28,"Totaal",205,1237
"2330",2020-03-28,"Zuid-Holland",28,"Totaal",259,1496
"2331",2020-03-29,"Zuid-Holland",28,"Totaal",154,1650
"2332",2020-03-30,"Zuid-Holland",28,"Totaal",143,1793
"2333",2020-03-31,"Zuid-Holland",28,"Totaal",139,1932
"2334",2020-04-01,"Zuid-Holland",28,"Totaal",248,2180
"2335",2020-04-02,"Zuid-Holland",28,"Totaal",222,2402
"2336",2020-04-03,"Zuid-Holland",28,"Totaal",203,2605
"2337",2020-04-04,"Zuid-Holland",28,"Totaal",200,2805
"2338",2020-04-05,"Zuid-Holland",28,"Totaal",288,3093
"2339",2020-04-06,"Zuid-Holland",28,"Totaal",244,3337
"2340",2020-04-07,"Zuid-Holland",28,"Totaal",139,3476
"2341",2020-04-08,"Zuid-Holland",28,"Totaal",244,3720
"2342",2020-04-09,"Zuid-Holland",28,"Totaal",312,4032
"2343",2020-04-10,"Zuid-Holland",28,"Totaal",215,4247
"2344",2020-04-11,"Zuid-Holland",28,"Totaal",405,4652
"2345",2020-04-12,"Zuid-Holland",28,"Totaal",223,4875
"2346",2020-04-13,"Zuid-Holland",28,"Totaal",255,5130
"2347",2020-04-14,"Zuid-Holland",28,"Totaal",141,5271
"2348",2020-04-15,"Zuid-Holland",28,"Totaal",195,5466
"2349",2020-04-16,"Zuid-Holland",28,"Totaal",272,5738
"2350",2020-04-17,"Zuid-Holland",28,"Totaal",264,6002
"2351",2020-04-18,"Zuid-Holland",28,"Totaal",301,6303
"2352",2020-04-19,"Zuid-Holland",28,"Totaal",262,6565
"2353",2020-04-20,"Zuid-Holland",28,"Totaal",139,6704
"2354",2020-04-21,"Zuid-Holland",28,"Totaal",143,6847
"2355",2020-04-22,"Zuid-Holland",28,"Totaal",170,7017
"2356",2020-04-23,"Zuid-Holland",28,"Totaal",210,7227
"2357",2020-04-24,"Zuid-Holland",28,"Totaal",172,7399
"2358",2020-04-25,"Zuid-Holland",28,"Totaal",187,7586
"2359",2020-04-26,"Zuid-Holland",28,"Totaal",140,7726
"2360",2020-04-27,"Zuid-Holland",28,"Totaal",94,7820
"2361",2020-04-28,"Zuid-Holland",28,"Totaal",19,7839
"2362",2020-04-29,"Zuid-Holland",28,"Totaal",94,7933
"2363",2020-04-30,"Zuid-Holland",28,"Totaal",139,8072
"2364",2020-05-01,"Zuid-Holland",28,"Totaal",116,8188
"2365",2020-05-02,"Zuid-Holland",28,"Totaal",93,8281
"2366",2020-05-03,"Zuid-Holland",28,"Totaal",89,8370
"2367",2020-05-04,"Zuid-Holland",28,"Totaal",31,8401
"2368",2020-05-05,"Zuid-Holland",28,"Totaal",82,8483
"2369",2020-05-06,"Zuid-Holland",28,"Totaal",55,8538
"2370",2020-05-07,"Zuid-Holland",28,"Totaal",97,8635
"2371",2020-05-08,"Zuid-Holland",28,"Totaal",84,8719
"2372",2020-05-09,"Zuid-Holland",28,"Totaal",84,8803
"2373",2020-05-10,"Zuid-Holland",28,"Totaal",69,8872
"2374",2020-05-11,"Zuid-Holland",28,"Totaal",46,8918
"2375",2020-05-12,"Zuid-Holland",28,"Totaal",61,8979
"2376",2020-05-13,"Zuid-Holland",28,"Totaal",96,9075
"2377",2020-05-14,"Zuid-Holland",28,"Totaal",86,9161
"2378",2020-05-15,"Zuid-Holland",28,"Totaal",56,9217
"2379",2020-05-16,"Zuid-Holland",28,"Totaal",56,9273
"2380",2020-05-17,"Zuid-Holland",28,"Totaal",36,9309
"2381",2020-05-18,"Zuid-Holland",28,"Totaal",64,9373
"2382",2020-05-19,"Zuid-Holland",28,"Totaal",35,9408
"2383",2020-05-20,"Zuid-Holland",28,"Totaal",59,9467
"2384",2020-05-21,"Zuid-Holland",28,"Totaal",87,9554
"2385",2020-05-22,"Zuid-Holland",28,"Totaal",50,9604
"2386",2020-05-23,"Zuid-Holland",28,"Totaal",37,9641
"2387",2020-05-24,"Zuid-Holland",28,"Totaal",45,9686
"2388",2020-05-25,"Zuid-Holland",28,"Totaal",50,9736
"2389",2020-05-26,"Zuid-Holland",28,"Totaal",31,9767
"2390",2020-05-27,"Zuid-Holland",28,"Totaal",64,9831
"2391",2020-05-28,"Zuid-Holland",28,"Totaal",39,9870
"2392",2020-05-29,"Zuid-Holland",28,"Totaal",41,9911
"2393",2020-05-30,"Zuid-Holland",28,"Totaal",28,9939
"2394",2020-05-31,"Zuid-Holland",28,"Totaal",31,9970
"2395",2020-06-01,"Zuid-Holland",28,"Totaal",32,10002
"2396",2020-06-02,"Zuid-Holland",28,"Totaal",23,10025
"2397",2020-06-03,"Zuid-Holland",28,"Totaal",30,10055
"2398",2020-06-04,"Zuid-Holland",28,"Totaal",67,10122
"2399",2020-06-05,"Zuid-Holland",28,"Totaal",61,10183
"2400",2020-06-06,"Zuid-Holland",28,"Totaal",68,10251
"2401",2020-06-07,"Zuid-Holland",28,"Totaal",58,10309
"2402",2020-06-08,"Zuid-Holland",28,"Totaal",38,10347
"2403",2020-06-09,"Zuid-Holland",28,"Totaal",74,10421
"2404",2020-06-10,"Zuid-Holland",28,"Totaal",50,10471
"2405",2020-06-11,"Zuid-Holland",28,"Totaal",57,10528
"2406",2020-06-12,"Zuid-Holland",28,"Totaal",83,10611
"2407",2020-06-13,"Zuid-Holland",28,"Totaal",53,10664
"2408",2020-06-14,"Zuid-Holland",28,"Totaal",41,10705
"2409",2020-06-15,"Zuid-Holland",28,"Totaal",44,10749
"2410",2020-06-16,"Zuid-Holland",28,"Totaal",48,10797
"2411",2020-06-17,"Zuid-Holland",28,"Totaal",40,10837
"2412",2020-06-18,"Zuid-Holland",28,"Totaal",48,10885
"2413",2020-06-19,"Zuid-Holland",28,"Totaal",34,10919
"2414",2020-06-20,"Zuid-Holland",28,"Totaal",36,10955
"2415",2020-06-21,"Zuid-Holland",28,"Totaal",25,10980
"2416",2020-06-22,"Zuid-Holland",28,"Totaal",25,11005
"2417",2020-06-23,"Zuid-Holland",28,"Totaal",24,11029
"2418",2020-06-24,"Zuid-Holland",28,"Totaal",25,11054
"2419",2020-06-25,"Zuid-Holland",28,"Totaal",41,11095
"2420",2020-06-26,"Zuid-Holland",28,"Totaal",38,11133
"2421",2020-06-27,"Zuid-Holland",28,"Totaal",24,11157
"2422",2020-06-28,"Zuid-Holland",28,"Totaal",36,11193
"2423",2020-06-29,"Zuid-Holland",28,"Totaal",35,11228
"2424",2020-06-30,"Zuid-Holland",28,"Totaal",27,11255
"2425",2020-07-01,"Zuid-Holland",28,"Totaal",25,11280
"2426",2020-07-02,"Zuid-Holland",28,"Totaal",32,11312
"2427",2020-07-03,"Zuid-Holland",28,"Totaal",28,11340
"2428",2020-07-04,"Zuid-Holland",28,"Totaal",22,11362
"2429",2020-07-05,"Zuid-Holland",28,"Totaal",27,11389
"2430",2020-07-06,"Zuid-Holland",28,"Totaal",23,11412
"2431",2020-07-07,"Zuid-Holland",28,"Totaal",10,11422
"2432",2020-07-08,"Zuid-Holland",28,"Totaal",18,11440
"2433",2020-07-09,"Zuid-Holland",28,"Totaal",23,11463
"2434",2020-07-10,"Zuid-Holland",28,"Totaal",18,11481
"2435",2020-07-11,"Zuid-Holland",28,"Totaal",35,11516
"2436",2020-07-12,"Zuid-Holland",28,"Totaal",49,11565
