"","Datum","Provincienaam","Provinciecode","Type","Aantal","AantalCumulatief"
"1550",2020-05-23,"Noord-Holland",27,"Totaal",22,6565
"1551",2020-05-24,"Noord-Holland",27,"Totaal",12,6577
"1552",2020-05-25,"Noord-Holland",27,"Totaal",8,6585
"1553",2020-05-26,"Noord-Holland",27,"Totaal",8,6593
"1554",2020-05-27,"Noord-Holland",27,"Totaal",30,6623
"1555",2020-05-28,"Noord-Holland",27,"Totaal",15,6638
"1556",2020-05-29,"Noord-Holland",27,"Totaal",13,6651
"1557",2020-05-30,"Noord-Holland",27,"Totaal",21,6672
"1558",2020-05-31,"Noord-Holland",27,"Totaal",23,6695
"1559",2020-06-01,"Noord-Holland",27,"Totaal",11,6706
"1560",2020-06-02,"Noord-Holland",27,"Totaal",5,6711
"1561",2020-06-03,"Noord-Holland",27,"Totaal",7,6718
"1562",2020-06-04,"Noord-Holland",27,"Totaal",11,6729
"1563",2020-06-05,"Noord-Holland",27,"Totaal",11,6740
"1564",2020-06-06,"Noord-Holland",27,"Totaal",9,6749
"1565",2020-06-07,"Noord-Holland",27,"Totaal",82,6831
"1566",2020-06-08,"Noord-Holland",27,"Totaal",28,6859
"1567",2020-06-09,"Noord-Holland",27,"Totaal",15,6874
"1568",2020-06-10,"Noord-Holland",27,"Totaal",32,6906
"1569",2020-06-11,"Noord-Holland",27,"Totaal",31,6937
"1570",2020-06-12,"Noord-Holland",27,"Totaal",15,6952
"1571",2020-06-13,"Noord-Holland",27,"Totaal",32,6984
"1572",2020-06-14,"Noord-Holland",27,"Totaal",21,7005
"1573",2020-06-15,"Noord-Holland",27,"Totaal",24,7029
"1574",2020-06-16,"Noord-Holland",27,"Totaal",29,7058
"1575",2020-06-17,"Noord-Holland",27,"Totaal",23,7081
"1576",2020-06-18,"Noord-Holland",27,"Totaal",25,7106
"1577",2020-06-19,"Noord-Holland",27,"Totaal",11,7117
"1578",2020-06-20,"Noord-Holland",27,"Totaal",10,7127
"1579",2020-06-21,"Noord-Holland",27,"Totaal",5,7132
"1580",2020-06-22,"Noord-Holland",27,"Totaal",7,7139
"1581",2020-06-23,"Noord-Holland",27,"Totaal",12,7151
"1582",2020-06-24,"Noord-Holland",27,"Totaal",17,7168
"1583",2020-06-25,"Noord-Holland",27,"Totaal",10,7178
"1584",2020-06-26,"Noord-Holland",27,"Totaal",16,7194
"1585",2020-06-27,"Noord-Holland",27,"Totaal",15,7209
"1586",2020-06-28,"Noord-Holland",27,"Totaal",11,7220
"1587",2020-06-29,"Noord-Holland",27,"Totaal",9,7229
"1588",2020-06-30,"Noord-Holland",27,"Totaal",10,7239
"1589",2020-07-01,"Noord-Holland",27,"Totaal",12,7251
"1590",2020-07-02,"Noord-Holland",27,"Totaal",19,7270
"1591",2020-07-03,"Noord-Holland",27,"Totaal",20,7290
"1592",2020-07-04,"Noord-Holland",27,"Totaal",12,7302
"1593",2020-07-05,"Noord-Holland",27,"Totaal",10,7312
"1594",2020-07-06,"Noord-Holland",27,"Totaal",5,7317
"1595",2020-07-07,"Noord-Holland",27,"Totaal",7,7324
"1596",2020-07-08,"Noord-Holland",27,"Totaal",12,7336
"1597",2020-07-09,"Noord-Holland",27,"Totaal",7,7343
"1598",2020-07-10,"Noord-Holland",27,"Totaal",13,7356
"1599",2020-07-11,"Noord-Holland",27,"Totaal",13,7369
"1600",2020-07-12,"Noord-Holland",27,"Totaal",9,7378
"1601",2020-07-13,"Noord-Holland",27,"Totaal",16,7394
"1602",2020-07-14,"Noord-Holland",27,"Totaal",8,7402
"1603",2020-07-15,"Noord-Holland",27,"Totaal",14,7416
"1604",2020-07-16,"Noord-Holland",27,"Totaal",24,7440
"1605",2020-07-17,"Noord-Holland",27,"Totaal",19,7459
"1606",2020-07-18,"Noord-Holland",27,"Totaal",20,7479
"1607",2020-07-19,"Noord-Holland",27,"Totaal",44,7523
"1608",2020-07-20,"Noord-Holland",27,"Totaal",35,7558
"1609",2020-07-21,"Noord-Holland",27,"Totaal",34,7592
"1610",2020-07-22,"Noord-Holland",27,"Totaal",36,7628
"1611",2020-07-23,"Noord-Holland",27,"Totaal",31,7659
"1612",2020-07-24,"Noord-Holland",27,"Totaal",41,7700
"1613",2020-07-25,"Noord-Holland",27,"Totaal",31,7731
"1614",2020-07-26,"Noord-Holland",27,"Totaal",46,7777
"1615",2020-07-27,"Noord-Holland",27,"Totaal",61,7838
"1616",2020-07-28,"Noord-Holland",27,"Totaal",49,7887
"1617",2020-07-29,"Noord-Holland",27,"Totaal",43,7930
"1618",2020-07-30,"Noord-Holland",27,"Totaal",96,8026
"1619",2020-07-31,"Noord-Holland",27,"Totaal",72,8098
"1620",2020-08-01,"Noord-Holland",27,"Totaal",95,8193
"1621",2020-08-02,"Noord-Holland",27,"Totaal",58,8251
"1622",2020-08-03,"Noord-Holland",27,"Totaal",72,8323
"1623",2020-08-04,"Noord-Holland",27,"Totaal",178,8501
"1624",2020-08-05,"Noord-Holland",27,"Totaal",89,8590
"1625",2020-08-06,"Noord-Holland",27,"Totaal",201,8791
"1626",2020-08-07,"Noord-Holland",27,"Totaal",115,8906
"1627",2020-08-08,"Noord-Holland",27,"Totaal",134,9040
"1628",2020-08-09,"Noord-Holland",27,"Totaal",128,9168
"1629",2020-08-10,"Noord-Holland",27,"Totaal",210,9378
"1630",2020-08-11,"Noord-Holland",27,"Totaal",185,9563
"1631",2020-08-12,"Noord-Holland",27,"Totaal",154,9717
"1632",2020-08-13,"Noord-Holland",27,"Totaal",120,9837
"1633",2020-08-14,"Noord-Holland",27,"Totaal",194,10031
"1634",2020-08-15,"Noord-Holland",27,"Totaal",194,10225
"1635",2020-08-16,"Noord-Holland",27,"Totaal",130,10355
"1636",2020-08-17,"Noord-Holland",27,"Totaal",162,10517
"1637",2020-08-18,"Noord-Holland",27,"Totaal",157,10674
"1638",2020-08-19,"Noord-Holland",27,"Totaal",156,10830
"1639",2020-08-20,"Noord-Holland",27,"Totaal",166,10996
"1640",2020-08-21,"Noord-Holland",27,"Totaal",140,11136
"1641",2020-08-22,"Noord-Holland",27,"Totaal",88,11224
"1642",2020-08-23,"Noord-Holland",27,"Totaal",105,11329
"1643",2020-08-24,"Noord-Holland",27,"Totaal",168,11497
"1644",2020-08-25,"Noord-Holland",27,"Totaal",142,11639
"1645",2020-08-26,"Noord-Holland",27,"Totaal",132,11771
"1646",2020-08-27,"Noord-Holland",27,"Totaal",132,11903
"1647",2020-08-28,"Noord-Holland",27,"Totaal",133,12036
"1648",2020-08-29,"Noord-Holland",27,"Totaal",127,12163
"1649",2020-08-30,"Noord-Holland",27,"Totaal",101,12264
"1650",2020-08-31,"Noord-Holland",27,"Totaal",160,12424
"1651",2020-09-01,"Noord-Holland",27,"Totaal",130,12554
"1652",2020-09-02,"Noord-Holland",27,"Totaal",198,12752
"1653",2020-09-03,"Noord-Holland",27,"Totaal",151,12903
"1654",2020-09-04,"Noord-Holland",27,"Totaal",207,13110
"1655",2020-09-05,"Noord-Holland",27,"Totaal",180,13290
"1656",2020-09-06,"Noord-Holland",27,"Totaal",207,13497
"1657",2020-09-07,"Noord-Holland",27,"Totaal",215,13712
"1658",2020-09-08,"Noord-Holland",27,"Totaal",299,14011
"1659",2020-09-09,"Noord-Holland",27,"Totaal",263,14274
"1660",2020-09-10,"Noord-Holland",27,"Totaal",224,14498
"1661",2020-09-11,"Noord-Holland",27,"Totaal",304,14802
"1662",2020-09-12,"Noord-Holland",27,"Totaal",312,15114
"1663",2020-09-13,"Noord-Holland",27,"Totaal",326,15440
"1664",2020-09-14,"Noord-Holland",27,"Totaal",315,15755
"1665",2020-09-15,"Noord-Holland",27,"Totaal",412,16167
"1666",2020-09-16,"Noord-Holland",27,"Totaal",413,16580
"1667",2020-09-17,"Noord-Holland",27,"Totaal",432,17012
"1668",2020-09-18,"Noord-Holland",27,"Totaal",561,17573
"1669",2020-09-19,"Noord-Holland",27,"Totaal",514,18087
"1670",2020-09-20,"Noord-Holland",27,"Totaal",490,18577
"1671",2020-09-21,"Noord-Holland",27,"Totaal",464,19041
"1672",2020-09-22,"Noord-Holland",27,"Totaal",621,19662
"1673",2020-02-27,"Overijssel",23,"Totaal",NA,0
"1674",2020-02-28,"Overijssel",23,"Totaal",0,0
"1675",2020-02-29,"Overijssel",23,"Totaal",0,0
"1676",2020-03-01,"Overijssel",23,"Totaal",0,0
"1677",2020-03-02,"Overijssel",23,"Totaal",0,0
"1678",2020-03-03,"Overijssel",23,"Totaal",0,0
"1679",2020-03-04,"Overijssel",23,"Totaal",0,0
"1680",2020-03-05,"Overijssel",23,"Totaal",1,1
"1681",2020-03-06,"Overijssel",23,"Totaal",0,1
"1682",2020-03-07,"Overijssel",23,"Totaal",3,4
"1683",2020-03-08,"Overijssel",23,"Totaal",5,9
"1684",2020-03-09,"Overijssel",23,"Totaal",1,10
"1685",2020-03-10,"Overijssel",23,"Totaal",0,10
"1686",2020-03-11,"Overijssel",23,"Totaal",2,12
"1687",2020-03-12,"Overijssel",23,"Totaal",1,13
"1688",2020-03-13,"Overijssel",23,"Totaal",5,18
"1689",2020-03-14,"Overijssel",23,"Totaal",5,23
"1690",2020-03-15,"Overijssel",23,"Totaal",5,28
"1691",2020-03-16,"Overijssel",23,"Totaal",8,36
"1692",2020-03-17,"Overijssel",23,"Totaal",9,45
"1693",2020-03-18,"Overijssel",23,"Totaal",13,58
"1694",2020-03-19,"Overijssel",23,"Totaal",15,73
"1695",2020-03-20,"Overijssel",23,"Totaal",57,130
"1696",2020-03-21,"Overijssel",23,"Totaal",31,161
"1697",2020-03-22,"Overijssel",23,"Totaal",27,188
"1698",2020-03-23,"Overijssel",23,"Totaal",29,217
"1699",2020-03-24,"Overijssel",23,"Totaal",31,248
"1700",2020-03-25,"Overijssel",23,"Totaal",69,317
"1701",2020-03-26,"Overijssel",23,"Totaal",71,388
"1702",2020-03-27,"Overijssel",23,"Totaal",58,446
"1703",2020-03-28,"Overijssel",23,"Totaal",69,515
"1704",2020-03-29,"Overijssel",23,"Totaal",73,588
"1705",2020-03-30,"Overijssel",23,"Totaal",57,645
"1706",2020-03-31,"Overijssel",23,"Totaal",41,686
"1707",2020-04-01,"Overijssel",23,"Totaal",78,764
"1708",2020-04-02,"Overijssel",23,"Totaal",87,851
"1709",2020-04-03,"Overijssel",23,"Totaal",77,928
"1710",2020-04-04,"Overijssel",23,"Totaal",110,1038
"1711",2020-04-05,"Overijssel",23,"Totaal",79,1117
"1712",2020-04-06,"Overijssel",23,"Totaal",75,1192
"1713",2020-04-07,"Overijssel",23,"Totaal",66,1258
"1714",2020-04-08,"Overijssel",23,"Totaal",67,1325
"1715",2020-04-09,"Overijssel",23,"Totaal",77,1402
"1716",2020-04-10,"Overijssel",23,"Totaal",191,1593
"1717",2020-04-11,"Overijssel",23,"Totaal",95,1688
"1718",2020-04-12,"Overijssel",23,"Totaal",73,1761
"1719",2020-04-13,"Overijssel",23,"Totaal",56,1817
"1720",2020-04-14,"Overijssel",23,"Totaal",57,1874
"1721",2020-04-15,"Overijssel",23,"Totaal",51,1925
"1722",2020-04-16,"Overijssel",23,"Totaal",90,2015
"1723",2020-04-17,"Overijssel",23,"Totaal",115,2130
"1724",2020-04-18,"Overijssel",23,"Totaal",57,2187
"1725",2020-04-19,"Overijssel",23,"Totaal",75,2262
"1726",2020-04-20,"Overijssel",23,"Totaal",48,2310
"1727",2020-04-21,"Overijssel",23,"Totaal",64,2374
"1728",2020-04-22,"Overijssel",23,"Totaal",37,2411
"1729",2020-04-23,"Overijssel",23,"Totaal",61,2472
"1730",2020-04-24,"Overijssel",23,"Totaal",48,2520
"1731",2020-04-25,"Overijssel",23,"Totaal",38,2558
"1732",2020-04-26,"Overijssel",23,"Totaal",46,2604
"1733",2020-04-27,"Overijssel",23,"Totaal",9,2613
"1734",2020-04-28,"Overijssel",23,"Totaal",5,2618
"1735",2020-04-29,"Overijssel",23,"Totaal",30,2648
"1736",2020-04-30,"Overijssel",23,"Totaal",39,2687
"1737",2020-05-01,"Overijssel",23,"Totaal",18,2705
"1738",2020-05-02,"Overijssel",23,"Totaal",27,2732
"1739",2020-05-03,"Overijssel",23,"Totaal",19,2751
"1740",2020-05-04,"Overijssel",23,"Totaal",12,2763
"1741",2020-05-05,"Overijssel",23,"Totaal",17,2780
"1742",2020-05-06,"Overijssel",23,"Totaal",9,2789
"1743",2020-05-07,"Overijssel",23,"Totaal",18,2807
"1744",2020-05-08,"Overijssel",23,"Totaal",21,2828
"1745",2020-05-09,"Overijssel",23,"Totaal",17,2845
"1746",2020-05-10,"Overijssel",23,"Totaal",7,2852
"1747",2020-05-11,"Overijssel",23,"Totaal",-6,2846
"1748",2020-05-12,"Overijssel",23,"Totaal",12,2858
"1749",2020-05-13,"Overijssel",23,"Totaal",13,2871
"1750",2020-05-14,"Overijssel",23,"Totaal",12,2883
"1751",2020-05-15,"Overijssel",23,"Totaal",6,2889
"1752",2020-05-16,"Overijssel",23,"Totaal",11,2900
"1753",2020-05-17,"Overijssel",23,"Totaal",4,2904
"1754",2020-05-18,"Overijssel",23,"Totaal",1,2905
"1755",2020-05-19,"Overijssel",23,"Totaal",6,2911
"1756",2020-05-20,"Overijssel",23,"Totaal",8,2919
"1757",2020-05-21,"Overijssel",23,"Totaal",8,2927
"1758",2020-05-22,"Overijssel",23,"Totaal",7,2934
"1759",2020-05-23,"Overijssel",23,"Totaal",9,2943
"1760",2020-05-24,"Overijssel",23,"Totaal",7,2950
"1761",2020-05-25,"Overijssel",23,"Totaal",5,2955
"1762",2020-05-26,"Overijssel",23,"Totaal",6,2961
"1763",2020-05-27,"Overijssel",23,"Totaal",6,2967
"1764",2020-05-28,"Overijssel",23,"Totaal",5,2972
"1765",2020-05-29,"Overijssel",23,"Totaal",2,2974
"1766",2020-05-30,"Overijssel",23,"Totaal",3,2977
"1767",2020-05-31,"Overijssel",23,"Totaal",4,2981
"1768",2020-06-01,"Overijssel",23,"Totaal",1,2982
"1769",2020-06-02,"Overijssel",23,"Totaal",0,2982
"1770",2020-06-03,"Overijssel",23,"Totaal",0,2982
"1771",2020-06-04,"Overijssel",23,"Totaal",5,2987
"1772",2020-06-05,"Overijssel",23,"Totaal",4,2991
"1773",2020-06-06,"Overijssel",23,"Totaal",7,2998
"1774",2020-06-07,"Overijssel",23,"Totaal",4,3002
"1775",2020-06-08,"Overijssel",23,"Totaal",4,3006
"1776",2020-06-09,"Overijssel",23,"Totaal",4,3010
"1777",2020-06-10,"Overijssel",23,"Totaal",4,3014
"1778",2020-06-11,"Overijssel",23,"Totaal",2,3016
"1779",2020-06-12,"Overijssel",23,"Totaal",1,3017
"1780",2020-06-13,"Overijssel",23,"Totaal",-1,3016
"1781",2020-06-14,"Overijssel",23,"Totaal",9,3025
"1782",2020-06-15,"Overijssel",23,"Totaal",12,3037
"1783",2020-06-16,"Overijssel",23,"Totaal",6,3043
"1784",2020-06-17,"Overijssel",23,"Totaal",1,3044
"1785",2020-06-18,"Overijssel",23,"Totaal",3,3047
"1786",2020-06-19,"Overijssel",23,"Totaal",4,3051
"1787",2020-06-20,"Overijssel",23,"Totaal",4,3055
"1788",2020-06-21,"Overijssel",23,"Totaal",13,3068
"1789",2020-06-22,"Overijssel",23,"Totaal",5,3073
"1790",2020-06-23,"Overijssel",23,"Totaal",1,3074
"1791",2020-06-24,"Overijssel",23,"Totaal",3,3077
"1792",2020-06-25,"Overijssel",23,"Totaal",2,3079
"1793",2020-06-26,"Overijssel",23,"Totaal",5,3084
"1794",2020-06-27,"Overijssel",23,"Totaal",1,3085
"1795",2020-06-28,"Overijssel",23,"Totaal",6,3091
"1796",2020-06-29,"Overijssel",23,"Totaal",4,3095
"1797",2020-06-30,"Overijssel",23,"Totaal",3,3098
"1798",2020-07-01,"Overijssel",23,"Totaal",2,3100
"1799",2020-07-02,"Overijssel",23,"Totaal",2,3102
"1800",2020-07-03,"Overijssel",23,"Totaal",5,3107
"1801",2020-07-04,"Overijssel",23,"Totaal",0,3107
"1802",2020-07-05,"Overijssel",23,"Totaal",3,3110
"1803",2020-07-06,"Overijssel",23,"Totaal",1,3111
"1804",2020-07-07,"Overijssel",23,"Totaal",4,3115
"1805",2020-07-08,"Overijssel",23,"Totaal",2,3117
"1806",2020-07-09,"Overijssel",23,"Totaal",-3,3114
"1807",2020-07-10,"Overijssel",23,"Totaal",2,3116
"1808",2020-07-11,"Overijssel",23,"Totaal",4,3120
"1809",2020-07-12,"Overijssel",23,"Totaal",4,3124
"1810",2020-07-13,"Overijssel",23,"Totaal",1,3125
"1811",2020-07-14,"Overijssel",23,"Totaal",1,3126
"1812",2020-07-15,"Overijssel",23,"Totaal",5,3131
"1813",2020-07-16,"Overijssel",23,"Totaal",2,3133
"1814",2020-07-17,"Overijssel",23,"Totaal",4,3137
"1815",2020-07-18,"Overijssel",23,"Totaal",2,3139
"1816",2020-07-19,"Overijssel",23,"Totaal",4,3143
"1817",2020-07-20,"Overijssel",23,"Totaal",10,3153
"1818",2020-07-21,"Overijssel",23,"Totaal",3,3156
"1819",2020-07-22,"Overijssel",23,"Totaal",4,3160
"1820",2020-07-23,"Overijssel",23,"Totaal",0,3160
"1821",2020-07-24,"Overijssel",23,"Totaal",1,3161
"1822",2020-07-25,"Overijssel",23,"Totaal",2,3163
"1823",2020-07-26,"Overijssel",23,"Totaal",1,3164
"1824",2020-07-27,"Overijssel",23,"Totaal",4,3168
"1825",2020-07-28,"Overijssel",23,"Totaal",0,3168
"1826",2020-07-29,"Overijssel",23,"Totaal",6,3174
"1827",2020-07-30,"Overijssel",23,"Totaal",0,3174
"1828",2020-07-31,"Overijssel",23,"Totaal",3,3177
"1829",2020-08-01,"Overijssel",23,"Totaal",7,3184
"1830",2020-08-02,"Overijssel",23,"Totaal",3,3187
"1831",2020-08-03,"Overijssel",23,"Totaal",7,3194
"1832",2020-08-04,"Overijssel",23,"Totaal",3,3197
"1833",2020-08-05,"Overijssel",23,"Totaal",5,3202
"1834",2020-08-06,"Overijssel",23,"Totaal",11,3213
"1835",2020-08-07,"Overijssel",23,"Totaal",12,3225
"1836",2020-08-08,"Overijssel",23,"Totaal",10,3235
"1837",2020-08-09,"Overijssel",23,"Totaal",5,3240
"1838",2020-08-10,"Overijssel",23,"Totaal",8,3248
"1839",2020-08-11,"Overijssel",23,"Totaal",7,3255
"1840",2020-08-12,"Overijssel",23,"Totaal",14,3269
"1841",2020-08-13,"Overijssel",23,"Totaal",15,3284
"1842",2020-08-14,"Overijssel",23,"Totaal",17,3301
"1843",2020-08-15,"Overijssel",23,"Totaal",7,3308
"1844",2020-08-16,"Overijssel",23,"Totaal",11,3319
"1845",2020-08-17,"Overijssel",23,"Totaal",9,3328
"1846",2020-08-18,"Overijssel",23,"Totaal",15,3343
"1847",2020-08-19,"Overijssel",23,"Totaal",8,3351
"1848",2020-08-20,"Overijssel",23,"Totaal",18,3369
"1849",2020-08-21,"Overijssel",23,"Totaal",24,3393
"1850",2020-08-22,"Overijssel",23,"Totaal",15,3408
"1851",2020-08-23,"Overijssel",23,"Totaal",13,3421
"1852",2020-08-24,"Overijssel",23,"Totaal",12,3433
"1853",2020-08-25,"Overijssel",23,"Totaal",5,3438
"1854",2020-08-26,"Overijssel",23,"Totaal",16,3454
"1855",2020-08-27,"Overijssel",23,"Totaal",6,3460
"1856",2020-08-28,"Overijssel",23,"Totaal",7,3467
"1857",2020-08-29,"Overijssel",23,"Totaal",13,3480
"1858",2020-08-30,"Overijssel",23,"Totaal",12,3492
"1859",2020-08-31,"Overijssel",23,"Totaal",10,3502
"1860",2020-09-01,"Overijssel",23,"Totaal",3,3505
"1861",2020-09-02,"Overijssel",23,"Totaal",18,3523
"1862",2020-09-03,"Overijssel",23,"Totaal",16,3539
"1863",2020-09-04,"Overijssel",23,"Totaal",9,3548
"1864",2020-09-05,"Overijssel",23,"Totaal",17,3565
"1865",2020-09-06,"Overijssel",23,"Totaal",24,3589
"1866",2020-09-07,"Overijssel",23,"Totaal",15,3604
"1867",2020-09-08,"Overijssel",23,"Totaal",13,3617
"1868",2020-09-09,"Overijssel",23,"Totaal",27,3644
"1869",2020-09-10,"Overijssel",23,"Totaal",24,3668
"1870",2020-09-11,"Overijssel",23,"Totaal",33,3701
"1871",2020-09-12,"Overijssel",23,"Totaal",17,3718
"1872",2020-09-13,"Overijssel",23,"Totaal",31,3749
"1873",2020-09-14,"Overijssel",23,"Totaal",44,3793
"1874",2020-09-15,"Overijssel",23,"Totaal",41,3834
"1875",2020-09-16,"Overijssel",23,"Totaal",44,3878
"1876",2020-09-17,"Overijssel",23,"Totaal",60,3938
"1877",2020-09-18,"Overijssel",23,"Totaal",40,3978
"1878",2020-09-19,"Overijssel",23,"Totaal",63,4041
"1879",2020-09-20,"Overijssel",23,"Totaal",71,4112
"1880",2020-09-21,"Overijssel",23,"Totaal",55,4167
"1881",2020-09-22,"Overijssel",23,"Totaal",64,4231
"1882",2020-02-27,"Utrecht",26,"Totaal",NA,0
"1883",2020-02-28,"Utrecht",26,"Totaal",0,0
"1884",2020-02-29,"Utrecht",26,"Totaal",0,0
"1885",2020-03-01,"Utrecht",26,"Totaal",0,0
"1886",2020-03-02,"Utrecht",26,"Totaal",0,0
"1887",2020-03-03,"Utrecht",26,"Totaal",3,3
"1888",2020-03-04,"Utrecht",26,"Totaal",0,3
"1889",2020-03-05,"Utrecht",26,"Totaal",20,23
"1890",2020-03-06,"Utrecht",26,"Totaal",10,33
"1891",2020-03-07,"Utrecht",26,"Totaal",14,47
"1892",2020-03-08,"Utrecht",26,"Totaal",5,52
"1893",2020-03-09,"Utrecht",26,"Totaal",0,52
"1894",2020-03-10,"Utrecht",26,"Totaal",3,55
"1895",2020-03-11,"Utrecht",26,"Totaal",12,67
"1896",2020-03-12,"Utrecht",26,"Totaal",13,80
"1897",2020-03-13,"Utrecht",26,"Totaal",3,83
"1898",2020-03-14,"Utrecht",26,"Totaal",4,87
"1899",2020-03-15,"Utrecht",26,"Totaal",22,109
"1900",2020-03-16,"Utrecht",26,"Totaal",31,140
"1901",2020-03-17,"Utrecht",26,"Totaal",33,173
"1902",2020-03-18,"Utrecht",26,"Totaal",24,197
"1903",2020-03-19,"Utrecht",26,"Totaal",40,237
"1904",2020-03-20,"Utrecht",26,"Totaal",101,338
"1905",2020-03-21,"Utrecht",26,"Totaal",-23,315
"1906",2020-03-22,"Utrecht",26,"Totaal",31,346
"1907",2020-03-23,"Utrecht",26,"Totaal",57,403
"1908",2020-03-24,"Utrecht",26,"Totaal",59,462
"1909",2020-03-25,"Utrecht",26,"Totaal",89,551
"1910",2020-03-26,"Utrecht",26,"Totaal",83,634
"1911",2020-03-27,"Utrecht",26,"Totaal",89,723
"1912",2020-03-28,"Utrecht",26,"Totaal",82,805
"1913",2020-03-29,"Utrecht",26,"Totaal",83,888
"1914",2020-03-30,"Utrecht",26,"Totaal",74,962
"1915",2020-03-31,"Utrecht",26,"Totaal",62,1024
"1916",2020-04-01,"Utrecht",26,"Totaal",64,1088
"1917",2020-04-02,"Utrecht",26,"Totaal",94,1182
"1918",2020-04-03,"Utrecht",26,"Totaal",69,1251
"1919",2020-04-04,"Utrecht",26,"Totaal",60,1311
"1920",2020-04-05,"Utrecht",26,"Totaal",97,1408
"1921",2020-04-06,"Utrecht",26,"Totaal",53,1461
"1922",2020-04-07,"Utrecht",26,"Totaal",51,1512
"1923",2020-04-08,"Utrecht",26,"Totaal",72,1584
"1924",2020-04-09,"Utrecht",26,"Totaal",58,1642
"1925",2020-04-10,"Utrecht",26,"Totaal",60,1702
"1926",2020-04-11,"Utrecht",26,"Totaal",55,1757
"1927",2020-04-12,"Utrecht",26,"Totaal",76,1833
"1928",2020-04-13,"Utrecht",26,"Totaal",70,1903
"1929",2020-04-14,"Utrecht",26,"Totaal",66,1969
"1930",2020-04-15,"Utrecht",26,"Totaal",68,2037
"1931",2020-04-16,"Utrecht",26,"Totaal",65,2102
"1932",2020-04-17,"Utrecht",26,"Totaal",69,2171
"1933",2020-04-18,"Utrecht",26,"Totaal",66,2237
"1934",2020-04-19,"Utrecht",26,"Totaal",57,2294
"1935",2020-04-20,"Utrecht",26,"Totaal",46,2340
"1936",2020-04-21,"Utrecht",26,"Totaal",54,2394
"1937",2020-04-22,"Utrecht",26,"Totaal",48,2442
"1938",2020-04-23,"Utrecht",26,"Totaal",63,2505
"1939",2020-04-24,"Utrecht",26,"Totaal",67,2572
"1940",2020-04-25,"Utrecht",26,"Totaal",43,2615
"1941",2020-04-26,"Utrecht",26,"Totaal",69,2684
"1942",2020-04-27,"Utrecht",26,"Totaal",28,2712
"1943",2020-04-28,"Utrecht",26,"Totaal",25,2737
"1944",2020-04-29,"Utrecht",26,"Totaal",22,2759
"1945",2020-04-30,"Utrecht",26,"Totaal",43,2802
"1946",2020-05-01,"Utrecht",26,"Totaal",37,2839
"1947",2020-05-02,"Utrecht",26,"Totaal",30,2869
"1948",2020-05-03,"Utrecht",26,"Totaal",25,2894
"1949",2020-05-04,"Utrecht",26,"Totaal",19,2913
"1950",2020-05-05,"Utrecht",26,"Totaal",50,2963
"1951",2020-05-06,"Utrecht",26,"Totaal",6,2969
"1952",2020-05-07,"Utrecht",26,"Totaal",167,3136
"1953",2020-05-08,"Utrecht",26,"Totaal",22,3158
"1954",2020-05-09,"Utrecht",26,"Totaal",26,3184
"1955",2020-05-10,"Utrecht",26,"Totaal",25,3209
"1956",2020-05-11,"Utrecht",26,"Totaal",11,3220
"1957",2020-05-12,"Utrecht",26,"Totaal",11,3231
"1958",2020-05-13,"Utrecht",26,"Totaal",20,3251
"1959",2020-05-14,"Utrecht",26,"Totaal",21,3272
"1960",2020-05-15,"Utrecht",26,"Totaal",14,3286
"1961",2020-05-16,"Utrecht",26,"Totaal",25,3311
"1962",2020-05-17,"Utrecht",26,"Totaal",16,3327
"1963",2020-05-18,"Utrecht",26,"Totaal",17,3344
"1964",2020-05-19,"Utrecht",26,"Totaal",10,3354
"1965",2020-05-20,"Utrecht",26,"Totaal",18,3372
"1966",2020-05-21,"Utrecht",26,"Totaal",25,3397
"1967",2020-05-22,"Utrecht",26,"Totaal",23,3420
"1968",2020-05-23,"Utrecht",26,"Totaal",20,3440
"1969",2020-05-24,"Utrecht",26,"Totaal",19,3459
"1970",2020-05-25,"Utrecht",26,"Totaal",20,3479
"1971",2020-05-26,"Utrecht",26,"Totaal",11,3490
"1972",2020-05-27,"Utrecht",26,"Totaal",24,3514
"1973",2020-05-28,"Utrecht",26,"Totaal",21,3535
"1974",2020-05-29,"Utrecht",26,"Totaal",23,3558
"1975",2020-05-30,"Utrecht",26,"Totaal",13,3571
"1976",2020-05-31,"Utrecht",26,"Totaal",37,3608
"1977",2020-06-01,"Utrecht",26,"Totaal",16,3624
"1978",2020-06-02,"Utrecht",26,"Totaal",21,3645
"1979",2020-06-03,"Utrecht",26,"Totaal",13,3658
"1980",2020-06-04,"Utrecht",26,"Totaal",30,3688
"1981",2020-06-05,"Utrecht",26,"Totaal",27,3715
"1982",2020-06-06,"Utrecht",26,"Totaal",18,3733
"1983",2020-06-07,"Utrecht",26,"Totaal",19,3752
"1984",2020-06-08,"Utrecht",26,"Totaal",13,3765
"1985",2020-06-09,"Utrecht",26,"Totaal",17,3782
"1986",2020-06-10,"Utrecht",26,"Totaal",23,3805
"1987",2020-06-11,"Utrecht",26,"Totaal",14,3819
"1988",2020-06-12,"Utrecht",26,"Totaal",21,3840
"1989",2020-06-13,"Utrecht",26,"Totaal",10,3850
"1990",2020-06-14,"Utrecht",26,"Totaal",12,3862
"1991",2020-06-15,"Utrecht",26,"Totaal",17,3879
"1992",2020-06-16,"Utrecht",26,"Totaal",18,3897
"1993",2020-06-17,"Utrecht",26,"Totaal",12,3909
